Contagem,Ano,Título,Gênero,País,Nacionalidade,Distribuidora,Origem_distribuidora,Público_exibição,Renda
4587,2013,Horas de Verão,Ficção,França,Estrangeira,Filmes da Mostra,Distribuição Nacional,5.0,77.0
4588,2013,Hotel Transilvânia,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,8003.0,36900.0
4589,2013,Hubble 3D,Documentário,Canadá,Estrangeira,Espaço Itaú de Cinema,Distribuição Nacional,371.0,7261.91
4590,2013,Inatividade Paranormal,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,924582.0,9919960.33
4591,2013,Inch'Allah,Ficção,"Canadá, França",Estrangeira,Imovision,Distribuição Nacional,27.0,469.26
4592,2013,Indomável sonhadora,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,92808.0,1131688.5
4593,2013,Infectados,Ficção,Canadá,Estrangeira,H2O Films,Distribuição Nacional,42423.0,518311.25
4594,2013,Infância Clandestina,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,6514.0,55573.65
4595,2013,Intocáveis,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,14085.0,175411.0
4596,2013,Invasão à Casa Branca,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,522444.0,6207213.7
4597,2013,Invocação do mal,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1617133.0,17376524.0
4598,2013,Irmãs Jamais,Documentário,Itália,Estrangeira,Filmes da Mostra,Distribuição Nacional,2143.0,26012.85
4599,2013,Jack - o Caçador de Gigantes,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,940169.0,11801039.0
4600,2013,Jack Reacher: O Último Tiro,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,479425.0,5644844.0
4601,2013,Jobs,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,248830.0,3331327.25
4602,2013,Jogos Vorazes: em Chamas,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,3533536.0,39711676.81
4603,2013,Jorge Mautner - O Filho do Holocausto,Documentário,Brasil,Brasileira,H2O Films,Distribuição Nacional,9684.0,102803.13
4604,2013,Jovem e Bela,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,28223.0,366880.12
4605,2013,João e Maria: Caçadores de Bruxas,Ficção,"Alemanha, Estados Unidos",Estrangeira,Paramount,Distribuição Internacional,3716154.0,48663644.0
4606,2013,Juan dos mortos,Ficção,"Cuba, Espanha",Estrangeira,Imovision,Distribuição Nacional,2296.0,29960.06
4607,2013,Juan e a bailarina,Ficção,"Brasil, Argentina",Brasileira,Vilacine,Distribuição Nacional,4224.0,49805.34
4608,2013,"Juan e Evita, Uma História de Amor",Ficção,Argentina,Estrangeira,Tucumán,Distribuição Nacional,6602.0,68308.19
4609,2013,Jurassic Park 3D,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,11961.0,180186.0
4610,2013,Kick Ass 2,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Universal,Distribuição Internacional,36820.0,414473.0
4611,2013,Killer Joe - Matador de aluguel,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,13212.0,147498.3
4612,2013,Kátia,Documentário,Brasil,Brasileira,Em Foco Multimídia,Distribuição Nacional,747.0,6899.22
4613,2013,La Jaula de Oro,Ficção,México,Estrangeira,Cafco Filmes,Distribuição Nacional,2647.0,31495.85
4614,2013,La Vida Útil - Um Conto de Cinema,Ficção,Uruguai,Estrangeira,Vitrine Filmes,Distribuição Nacional,81.0,819.0
4615,2013,Laranja mecânica,Ficção,"Estados Unidos, Reino Unido",Estrangeira,F. J. Cines,Distribuição Nacional,5079.0,35314.5
4616,2013,Las acacias,Ficção,"Argentina, Espanha",Estrangeira,Vitrine Filmes,Distribuição Nacional,10091.0,75610.45
4617,2013,Laura,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,851.0,10672.02
4618,2013,Laurence Anyways,Ficção,"Canadá, França",Estrangeira,Imovision,Distribuição Nacional,951.0,8490.1
4619,2013,Lincoln,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,793939.0,9868301.0
4620,2013,Linha de ação,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,131423.0,1721543.6
4621,2013,Linha de Frente,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,30781.0,320844.21
4622,2013,Lira Paulistana e a Vanguarda Paulista,Documentário,Brasil,Brasileira,Busca Vida Filmes,Distribuição Nacional,1334.0,17278.01
4623,2013,Liv & Ingmar – Uma história de amor,Documentário,"Noruega, Reino Unido, Suécia",Estrangeira,Serendip,Distribuição Nacional,4685.0,43536.5
4624,2013,Livres por Natureza,Documentário,Estados Unidos,Estrangeira,Espaço Itaú de Cinema,Distribuição Nacional,740.0,13887.33
4625,2013,Looper - Assassinos do Futuro,Ficção,"China, Estados Unidos",Estrangeira,Paris,Distribuição Nacional,500.0,3546.0
4626,2013,Lore,Ficção,"Alemanha, Austrália, Reino Unido",Estrangeira,Alphaville Filmes,Distribuição Nacional,18218.0,204837.44
4627,2013,Lovelace,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,11817.0,152470.03
4628,2013,Lua Nova,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,199.0,2599.0
4629,2013,L’Apollonide – Os amores da casa de tolerância,Ficção,França,Estrangeira,Petrini,Distribuição Nacional,199.0,1396.8
4630,2013,Mais que Mel,Documentário,Suíça,Estrangeira,Imovision,Distribuição Nacional,634.0,9828.94
4631,2013,Mais uma Canção,Documentário,Brasil,Brasileira,Estação Elétrica Produções,Distribuição Nacional,183.0,1414.0
4632,2013,Mama,Ficção,"Canadá, Espanha",Estrangeira,Universal,Distribuição Internacional,677129.0,7449880.0
4633,2013,Marcelo Yuka no Caminho das Setas,Documentário,Brasil,Brasileira,Tucumán,Distribuição Nacional,362.0,1526.0
4634,2013,Margaret Mee e a flor da lua,Documentário,Brasil,Brasileira,E.H. Produções,Distribuição Nacional,4751.0,55147.98
4635,2013,Mataram meu Irmão,Documentário,Brasil,Brasileira,Bela Filmes,Distribuição Nacional,553.0,3939.68
4636,2013,Mato sem cachorro,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,1134563.0,11586523.4
4637,2013,Medianeras: Buenos Aires da era do amor virtual,Ficção,"Alemanha, Argentina, Espanha",Estrangeira,Imovision,Distribuição Nacional,69.0,504.0
4638,2013,Menos Que Nada,Ficção,Brasil,Brasileira,Prana Filmes,Distribuição Nacional,55.0,192.0
4639,2013,Metallica: Through the Never 3-D,Videomusical,Estados Unidos,Estrangeira,H2O Films,Distribuição Nacional,18025.0,280103.27
4640,2013,Meu amigo Claudia,Documentário,Brasil,Brasileira,Festival Filmes,Distribuição Nacional,248.0,3591.06
4641,2013,Meu malvado favorito 2,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,6989217.0,80603472.0
4642,2013,Meu namorado é um zumbi,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,497544.0,5052677.89
4643,2013,Meu Passado me Condena,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,3137795.0,34802424.65
4644,2013,Meu pé de laranja-lima,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,68981.0,660763.05
4645,2013,Minha Felicidade,Ficção,Alemanha,Estrangeira,Filmes da Mostra,Distribuição Nacional,40.0,552.0
4646,2013,Minha Irmã,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,165.0,1149.0
4647,2013,Minha Mãe é uma Peça,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,4600145.0,49533218.31
4648,2013,Minha Vida Dava um Filme,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,6199.0,69492.41
4649,2013,Minhocas,Animação,Brasil,Brasileira,Fox,Distribuição Internacional,125502.0,1302369.0
4650,2013,Mistérios de Lisboa,Ficção,Portugal,Estrangeira,Filmes da Mostra,Distribuição Nacional,156.0,540.0
4651,2013,Monstros S.A,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,104043.0,1163316.0
4652,2013,Moonrise Kingdom,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2038.0,12673.0
4653,2013,Morro dos Prazeres,Documentário,"Brasil, Holanda",Brasileira,Espaço Filmes,Distribuição Nacional,1461.0,19251.51
4654,2013,Muito barulho por nada,Ficção,Estados Unidos,Estrangeira,H2O Films,Distribuição Nacional,5714.0,85703.58
4655,2013,Mulheres africanas - A rede invisível,Documentário,Brasil,Brasileira,Cinevideo Produções,Distribuição Nacional,521.0,6178.5
4656,2013,Mundo invisível,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,2402.0,30137.24
4657,2013,"My Way, o mito além da música",Ficção,"Bélgica, França",Estrangeira,Pandora Filmes,Distribuição Nacional,445.0,1463.0
4658,2013,Na carne e na alma,Ficção,Brasil,Brasileira,Raconto Produções Artísticas,Distribuição Nacional,207.0,1630.0
4659,2013,Na Estrada - On The Road,Ficção,Brasil,Brasileira,Playarte,Distribuição Nacional,669.0,9608.42
4660,2013,Na neblina,Ficção,"Alemanha, Holanda, Letônia, Rússia",Estrangeira,Filmes da Mostra,Distribuição Nacional,3652.0,29479.7
4661,2013,Na quadrada das águas perdidas,Ficção,Brasil,Brasileira,Polifilmes,Distribuição Nacional,13929.0,64197.13
4662,2013,Na Terra de Amor e Ódio,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,391.0,2552.7
4663,2013,No,Ficção,"Chile, Estados Unidos",Estrangeira,Imovision,Distribuição Nacional,60886.0,681964.78
4664,2013,No lugar errado,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,220.0,1861.31
4665,2013,Noites de reis,Ficção,Brasil,Brasileira,E.H. Produções,Distribuição Nacional,281.0,3513.6
4666,2013,Nota de Rodapé,Ficção,Israel,Estrangeira,Sony,Distribuição Internacional,7178.0,74238.0
4667,2013,Nove crônicas para um coração aos berros,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1490.0,11435.13
4668,2013,O Abismo Prateado,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,11478.0,119893.63
4669,2013,O acordo,Ficção,"Emirados Árabes Unidos, Estados Unidos",Estrangeira,Playarte,Distribuição Nacional,189204.0,1982652.78
4670,2013,O Amante da Rainha,Ficção,Dinamarca,Estrangeira,Vinny Filmes,Distribuição Nacional,71464.0,909302.31
4671,2013,O amor chega tarde,Ficção,Alemanha,Estrangeira,Esfera Produções,Distribuição Nacional,121.0,1133.0
4672,2013,O Artista,Ficção,França,Estrangeira,Paris,Distribuição Nacional,191.0,1200.5
4673,2013,O Ataque,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,718668.0,8046826.0
4674,2013,O Brasil deu certo. E agora?,Documentário,Brasil,Brasileira,Cultura Maior,Distribuição Nacional,1676.0,21519.41
4675,2013,O capital,Ficção,França,Estrangeira,Paris,Distribuição Nacional,27522.0,346125.17
4676,2013,O Carteiro,Ficção,Brasil,Brasileira,TGD Filmes,Distribuição Nacional,4326.0,40853.73
4677,2013,O casamento do ano,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,174335.0,2224473.8
4678,2013,O cavaleiro solitário,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,876634.0,9361505.0
4679,2013,O Concurso,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1320102.0,14125213.83
4680,2013,O Conselheiro do Crime,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Fox,Distribuição Internacional,246379.0,3147292.0
4681,2013,O contestado – Restos mortais,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,44.0,377.5
4682,2013,O dia em que eu não nasci,Ficção,"Alemanha, Argentina",Estrangeira,Serendip,Distribuição Nacional,99.0,746.0
4683,2013,O dia que durou 21 anos,Documentário,Brasil,Brasileira,Pequi Filmes,Distribuição Nacional,25085.0,262474.4
4684,2013,O dobro ou nada,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Paris,Distribuição Nacional,14484.0,156048.69
4685,2013,O estranho caso de Angélica,Ficção,Espanha,Estrangeira,Filmes da Mostra,Distribuição Nacional,4824.0,57548.35
4686,2013,O Exercício do Caos,Ficção,Brasil,Brasileira,Lume Produções Cinematográficas,Distribuição Nacional,4859.0,37211.8
4687,2013,O exercício do poder,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,554.0,4628.5
4688,2013,O Exótico Hotel Marigold,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,106.0,734.0
4689,2013,O Filho do Outro,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,19490.0,253434.06
4690,2013,O futuro,Ficção,"Alemanha, Estados Unidos",Estrangeira,Filmes da Mostra,Distribuição Nacional,1999.0,15693.35
4691,2013,O grande Gatsby,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,313055.0,4797798.0
4692,2013,O grilo feliz,Animação,Brasil,Brasileira,Polifilmes,Distribuição Nacional,20.0,225.7
4693,2013,O hobbit: a Desolação de Smaug,Ficção,"Estados Unidos, Nova Zelândia",Estrangeira,Warner,Distribuição Internacional,2551127.0,35038907.0
4694,2013,O Hobbit: Uma jornada inesperada,Ficção,"Estados Unidos, Nova Zelândia",Estrangeira,Warner,Distribuição Internacional,464966.0,5902018.0
4695,2013,O Homem da Máfia,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,4896.0,36638.5
4696,2013,O homem de aço,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,2756522.0,36269302.7
4697,2013,O homem mais procurado do mundo,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,14363.0,193156.54
4698,2013,O Homem que não Dormia,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,38.0,172.0
4699,2013,O homem que ri,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,16548.0,203779.65
4700,2013,O Impossível,Ficção,"Espanha, Estados Unidos",Estrangeira,Paris,Distribuição Nacional,256258.0,2931768.14
4701,2013,O Inventor de Sonhos,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,3708.0,41410.44
4702,2013,O lado bom da vida,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,1338791.0,16138410.2
4703,2013,O Ladrão de Luz,Ficção,França,Estrangeira,Filmes da Mostra,Distribuição Nacional,38.0,542.0
4704,2013,O Liberdade,Documentário,Brasil,Brasileira,Moviola Filmes,Distribuição Nacional,67.0,153.0
4705,2013,O lugar onde tudo termina,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,22193.0,299385.93
4706,2013,O Mar ao Amanhecer,Ficção,Alemanha,Estrangeira,Esfera Produções,Distribuição Nacional,4616.0,57817.0
4707,2013,O Mar não está pra Peixe: Tubarões à vista,Animação,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,17426.0,182965.07
4708,2013,O Massacre da serra elétrica 3D - A lenda continua,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,142249.0,1866317.39
4709,2013,O Mestre,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,74640.0,976899.97
4710,2013,O Monge,Ficção,"Espanha, França",Estrangeira,Califórnia,Distribuição Nacional,907.0,7236.0
4711,2013,O Mordomo da Casa Branca,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,67383.0,1090744.37
4712,2013,O Olhar Invisível,Ficção,Argentina,Estrangeira,Esfera Produções,Distribuição Nacional,2210.0,27517.0
4713,2013,O palhaço,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,80.0,546.4
4714,2013,O País do Desejo,Ficção,Brasil,Brasileira,Califórnia,Distribuição Nacional,1699.0,18039.76
4715,2013,O Porto,Ficção,"Alemanha, Finlândia, França",Estrangeira,Imovision,Distribuição Nacional,71.0,627.0
4716,2013,O Primeiro Dia de um Ano Qualquer,Ficção,Brasil,Brasileira,Forte Filmes,Distribuição Nacional,1158.0,14763.08
4717,2013,O quarteto,Ficção,Reino Unido,Estrangeira,Diamond Films,Distribuição Nacional,80062.0,900933.42
4718,2013,O que se move,Ficção,Brasil,Brasileira,Lume Produções Cinematográficas,Distribuição Nacional,1975.0,22513.88
4719,2013,O que traz boas novas,Ficção,Canadá,Estrangeira,Pandora Filmes,Distribuição Nacional,20120.0,248880.93
4720,2013,O Rei Leão 3D,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,150.0,1105.0
4721,2013,O reino gelado,Animação,Rússia,Estrangeira,Playarte,Distribuição Nacional,141758.0,2055497.52
4722,2013,O Renascimento do Parto - O filme,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,29017.0,318706.16
4723,2013,O Resgate,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,212021.0,2305931.49
4724,2013,O Som ao Redor,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,94280.0,968981.31
4725,2013,O sonho de Wadjda,Ficção,"Alemanha, Arábia Saudita",Estrangeira,Imovision,Distribuição Nacional,14931.0,180310.76
4726,2013,O Tempo e o Vento,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,711435.0,7720935.04
4727,2013,O Verão da Minha Vida,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,7563.0,111415.24
4728,2013,O Verão do Skylab,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,19110.0,246072.68
4729,2013,O Voo,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,551991.0,6793308.0
4730,2013,O último desafio,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,452276.0,4658937.96
4731,2013,O último Elvis,Ficção,Argentina,Estrangeira,Paris,Distribuição Nacional,6321.0,72935.19
4732,2013,O último exorcismo – Parte 2,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,295326.0,3088553.05
4733,2013,Oblivion,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1047781.0,11830879.0
4734,2013,Obsessão,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,24840.0,302392.45
4735,2013,Odeio o dia dos namorados,Ficção,Brasil,Brasileira,Disney,Distribuição Internacional,457523.0,4492895.0
4736,2013,Olhe pra mim de novo,Documentário,Brasil,Brasileira,Paleotv,Distribuição Nacional,1431.0,6025.7
4737,2013,Onde a Coruja dorme,Documentário,Brasil,Brasileira,RioFilme,Distribuição Nacional,103.0,615.0
4738,2013,One direction: this is us,Documentário,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,132509.0,1830208.25
4739,2013,Os amantes passageiros,Ficção,Espanha,Estrangeira,Paris,Distribuição Nacional,127131.0,1591769.93
4740,2013,Os Belos Dias,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,35621.0,447443.04
4741,2013,Os Croods,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,2785598.0,33596504.0
